ID	Description	FoldEnrichment_actinopterygii	FoldEnrichment_gnathostomata	p.adjust_actinopterygii	p.adjust_gnathostomata	p.adjust_hyper_actinopterygii	p.adjust_hyper_gnathostomata	delta_FE	log2ratio_FE	signif_both
GO:0034599	cellular response to oxidative stress	2.11495241578009	0.969960022411727	0.148568750491466	0.849650690085725	0.0681042067978481	0.0461935177364937	1.14499239336836	1.12462801263773	FALSE
GO:0046854	phosphatidylinositol phosphate biosynthetic process	2.09277925329273	0.959790960912894	0.152638026795401	0.859932339724491	0.0186676694194641	0.298064609838138	1.13298829237984	1.12462801263773	FALSE
GO:2001233	regulation of apoptotic signaling pathway	1.60442086483873	0.735819910843154	0.166361882874123	0.999999904388717	0.01593635163488	0.185446725910252	0.868600953995577	1.12462801263773	FALSE
GO:0042273	ribosomal large subunit biogenesis	1.67943854537225	0.770224538837931	0.261802783013849	0.999999904388717	0.334974016472832	0.634757538659434	0.909214006534319	1.12462801263773	FALSE
GO:0062197	cellular response to chemical stress	1.54164876589341	0.707031354634726	0.324183080560259	0.999999904388717	0.103064631696178	0.0923373508009131	0.834617411258682	1.12462801263773	FALSE
GO:0002237	response to molecule of bacterial origin	1.32104409565331	0.605857583871052	0.444965390909618	0.999999904388717	0.31938888640734	0.590818477166306	0.715186511782262	1.12462801263773	FALSE
GO:0030148	sphingolipid biosynthetic process	1.11936668953441	0.51336423986034	0.603934481485569	0.999999904388717	0.288707189938639	0.655067747122852	0.606002449674068	1.12462801263773	FALSE
GO:0002262	myeloid cell homeostasis	0.986257793045727	2.13822961617376	0.710755790856051	7.59363930283169e-11	0.145035906395419	9.58633784777561e-05	-1.15197182312803	-1.11638008686607	FALSE
GO:0030335	positive regulation of cell migration	0.286600998479215	0.618967730457915	0.999999075650302	0.999999904388717	0.798177072364597	0.0966665046671807	-0.3323667319787	-1.11082056152417	FALSE
GO:0042445	hormone metabolic process	1.98393686224182	0.919604904285002	0.0387756001200149	0.951457529510218	0.00129603717422589	0.0413283252078147	1.06433195795682	1.10928004830429	FALSE
GO:0010817	regulation of hormone levels	1.73956680029001	0.807690664384512	0.0527722085567064	0.999999904388717	0.00287359621755788	0.0496554746929914	0.931876135905494	1.10685331090975	FALSE
GO:0060042	retina morphogenesis in camera-type eye	1.14567222172075	2.45684546819261	0.446357097449456	7.74034778822773e-23	0.00295859119604248	2.84407994316036e-07	-1.31117324647186	-1.10061277100775	FALSE
GO:1902222	erythrose 4-phosphate/phosphoenolpyruvate family amino acid catabolic process	3.2635769315083	1.52395599395936	0.0817053230878582	0.336395118245393	0.0305402478882475	0.211105044235298	1.73962093754895	1.09863280410478	FALSE
GO:0072599	establishment of protein localization to endoplasmic reticulum	2.65128485072689	1.23804081373119	0.132211754024174	0.561595642562835	0.0294597833703136	0.265300447206473	1.4132440369957	1.09863280410478	FALSE
GO:2001236	regulation of extrinsic apoptotic signaling pathway	1.1379553872076	0.531378291239447	0.61097806780706	0.999999904388717	0.367215179080479	0.53467995956603	0.606577095968153	1.09863280410478	FALSE
GO:0009132	nucleoside diphosphate metabolic process	3.02452965269782	1.41233076157528	0.0031309692082642	0.165735995313608	0.0094032122075038	0.0844842661367659	1.61219889112254	1.09863280410478	FALSE
GO:0045454	cell redox homeostasis	3.47161508997452	1.62110124446838	0.0719631015784295	0.282746914665291	0.0409204730808646	0.00484680141380364	1.85051384550614	1.09863280410478	FALSE
GO:0009648	photoperiodism	2.80838511170899	1.31140016434579	0.115680891063583	0.490509357223398	0.0517919844563431	0.162834043684013	1.4969849473632	1.09863280410478	FALSE
GO:0045047	protein targeting to ER	2.76642142120756	1.29180484944732	0.120320410292608	0.508086324959581	0.026478237754756	0.244910418510957	1.47461657176024	1.09863280410478	FALSE
GO:0061009	common bile duct development	2.11300597051524	0.986686749422017	0.212304178947492	0.829592442777229	0.0626594577106804	0.200631395524733	1.12631922109323	1.09863280410478	FALSE
GO:0043543	protein acylation	1.95060836470581	0.910853756980945	0.247075197025472	0.909181453217466	0.106098915433534	0.0439614711367182	1.03975460772487	1.09863280410478	FALSE
GO:0071222	cellular response to lipopolysaccharide	1.50848731710119	0.70440143957188	0.396811353044077	0.999999904388717	0.235833226299882	0.634307656617615	0.804085877529312	1.09863280410478	FALSE
GO:0071219	cellular response to molecule of bacterial origin	1.48849779226772	0.695067154881895	0.405864410496006	0.999999904388717	0.268551655636972	0.691431801882424	0.793430637385827	1.09863280410478	FALSE
GO:0071216	cellular response to biotic stimulus	1.33956370418968	0.62552107063301	0.485912351649085	0.999999904388717	0.313681791235155	0.754352819524612	0.714042633556675	1.09863280410478	FALSE
GO:0031334	positive regulation of protein-containing complex assembly	1.25893845305969	0.587872399465558	0.538645694023498	0.999999904388717	0.103064631696178	0.282249739139545	0.67106605359413	1.09863280410478	FALSE
GO:0055003	cardiac myofibril assembly	2.29534658726021	1.07183230647874	0.183898037811604	0.735079460602927	0.122603885272681	0.0500346087039015	1.22351428078147	1.09863280410478	FALSE
GO:0006888	endoplasmic reticulum to Golgi vesicle-mediated transport	0.996296143334741	2.13230077302668	0.711900807163371	4.56888254291601e-05	0.375895464682596	0.000243543900665773	-1.13600462969194	-1.09776440869872	FALSE
GO:1901988	negative regulation of cell cycle phase transition	0.801921973420565	1.70515097966714	0.873379959501743	0.00154157336853266	0.446681300695627	0.0276672458852922	-0.903229006246576	-1.08836571069647	FALSE
GO:0031110	regulation of microtubule polymerization or depolymerization	2.0226417261385	0.95924803160096	0.143093301702969	0.861992670478684	0.00661722392354951	0.0521571285412712	1.06339369453754	1.07626499107633	FALSE
GO:0007623	circadian rhythm	1.76082528309124	0.838461155835181	0.067308607722105	0.999999904388717	9.48005754060744e-05	0.0314891116955316	0.922364127256061	1.07043591227413	FALSE
GO:0034765	regulation of monoatomic ion transmembrane transport	1.2932287225464	0.617609191533993	0.394203530343999	0.999999904388717	0.082089025553746	0.777721184676677	0.675619531012411	1.0662113264124	FALSE
